,Age,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
563,25,Sales,26,1,Medical,3,Female,32,3,2,Sales Executive,4,Single,6180,22807,1,23,4,2,0,6,5,2,6,5,1,4
564,45,Sales,2,2,Technical Degree,2,Male,46,1,2,Sales Representative,3,Single,6632,12388,0,13,3,1,0,9,3,3,8,7,3,1
565,23,Research & Development,10,1,Medical,1,Male,79,4,1,Research Scientist,3,Single,3505,19630,1,18,3,4,0,2,3,3,2,2,0,2
566,47,Sales,27,2,Life Sciences,2,Female,77,4,2,Sales Executive,3,Single,6397,10339,4,12,3,4,0,8,2,3,5,4,1,3
567,34,Sales,2,3,Other,4,Male,60,3,2,Sales Executive,4,Single,6274,18686,1,22,4,3,0,6,5,3,6,5,1,4
568,55,Research & Development,2,3,Medical,4,Male,78,3,5,Manager,1,Married,19859,21199,5,13,3,4,1,24,2,3,5,2,1,4
569,36,Sales,8,4,Life Sciences,1,Male,76,2,3,Sales Executive,1,Single,7587,14229,1,15,3,2,0,10,1,3,10,7,0,9
570,52,Research & Development,19,4,Medical,4,Male,41,3,1,Research Scientist,4,Married,4258,26589,0,18,3,1,1,5,3,3,4,3,1,2
571,26,Research & Development,1,2,Life Sciences,1,Female,71,1,1,Laboratory Technician,4,Divorced,4364,5288,3,14,3,1,1,5,2,3,2,2,2,0
572,29,Research & Development,27,3,Medical,2,Female,66,3,2,Healthcare Representative,3,Married,4335,25549,4,12,3,1,1,11,3,2,8,7,1,1
573,26,Sales,8,3,Technical Degree,4,Male,38,2,2,Sales Executive,1,Single,5326,3064,6,17,3,3,0,6,2,2,4,3,1,2
574,34,Research & Development,1,4,Life Sciences,2,Female,72,4,1,Research Scientist,4,Single,3280,13551,2,16,3,3,0,10,2,3,4,2,1,3
575,54,Research & Development,19,4,Medical,4,Female,95,3,2,Manufacturing Director,1,Divorced,5485,22670,9,11,3,2,2,9,4,3,5,3,1,4
576,27,Sales,8,1,Marketing,3,Male,84,3,2,Sales Executive,4,Married,4342,24008,0,19,3,2,1,5,3,3,4,2,1,1
577,37,Research & Development,10,1,Life Sciences,4,Female,82,3,1,Research Scientist,1,Divorced,2782,19905,0,13,3,2,2,6,3,2,5,3,4,3
578,38,Research & Development,2,4,Life Sciences,1,Female,75,4,2,Manufacturing Director,1,Single,5980,26085,6,12,3,4,0,17,2,3,15,7,4,12
579,34,Research & Development,2,4,Medical,3,Female,86,2,1,Research Scientist,1,Single,4381,7530,1,11,3,3,0,6,3,3,6,5,1,3
580,35,Sales,8,4,Life Sciences,1,Female,72,3,1,Sales Representative,4,Married,2572,20317,1,16,3,2,1,3,1,2,3,2,0,2
581,30,Research & Development,1,3,Life Sciences,4,Male,38,1,1,Laboratory Technician,3,Married,3833,24375,3,21,4,3,2,7,2,3,2,2,0,2
582,40,Research & Development,2,2,Medical,3,Female,38,4,2,Healthcare Representative,2,Married,4244,9931,1,24,4,4,1,8,2,3,8,7,3,7
583,34,Sales,8,2,Life Sciences,3,Female,93,3,2,Sales Executive,1,Married,6500,13305,5,17,3,2,1,6,1,3,3,2,1,2
584,42,Research & Development,8,3,Life Sciences,2,Male,66,3,5,Manager,4,Divorced,18430,16225,1,13,3,2,1,24,4,2,24,7,14,9
585,23,Research & Development,6,3,Life Sciences,3,Male,63,4,1,Laboratory Technician,1,Married,1601,3445,1,21,4,3,2,1,2,3,0,0,0,0
586,24,Research & Development,9,3,Life Sciences,3,Male,60,2,1,Laboratory Technician,2,Divorced,2694,26551,1,11,3,3,3,1,4,3,1,0,0,0
587,52,Research & Development,11,4,Life Sciences,4,Female,82,3,2,Laboratory Technician,3,Married,3149,21821,8,20,4,2,1,9,3,3,5,2,1,4
588,50,Research & Development,2,3,Medical,3,Male,64,3,4,Research Director,3,Married,17639,6881,5,16,3,4,0,30,3,3,4,3,0,3
589,29,Research & Development,1,2,Life Sciences,2,Female,36,2,1,Laboratory Technician,1,Married,2319,6689,1,11,3,4,1,1,1,3,1,0,0,0
590,33,Research & Development,7,3,Medical,3,Male,49,3,3,Research Director,3,Married,11691,25995,0,11,3,4,0,14,3,4,13,9,3,7
591,33,Sales,16,3,Marketing,1,Female,69,3,2,Sales Executive,1,Single,5324,26507,5,15,3,3,0,6,3,3,3,2,0,2
592,47,Research & Development,2,2,Other,3,Female,33,3,4,Manager,4,Married,16752,12982,1,11,3,3,1,26,3,2,26,14,3,0
593,36,Research & Development,1,3,Other,3,Female,35,3,2,Manufacturing Director,2,Married,5228,23361,0,15,3,1,1,10,2,3,9,7,0,5
594,29,Research & Development,23,2,Life Sciences,3,Male,81,4,1,Research Scientist,3,Married,2700,23779,1,24,4,3,1,10,3,3,10,7,0,7
595,58,Research & Development,2,4,Life Sciences,4,Male,31,3,5,Research Director,2,Single,19246,25761,7,12,3,4,0,40,2,3,31,15,13,8
596,35,Research & Development,1,4,Life Sciences,4,Female,40,4,1,Research Scientist,3,Single,2506,13301,3,13,3,3,0,7,0,3,2,2,2,2
597,42,Research & Development,1,2,Life Sciences,4,Female,43,2,2,Manufacturing Director,4,Married,6062,4051,9,13,3,4,1,8,4,3,4,3,0,2
598,28,Research & Development,2,4,Medical,3,Male,46,3,1,Research Scientist,3,Single,4382,16374,6,17,3,4,0,5,3,2,2,2,2,1
599,36,Human Resources,13,3,Human Resources,3,Male,36,3,1,Human Resources,2,Married,2143,25527,4,13,3,2,1,8,2,3,5,2,0,4
600,32,Research & Development,4,3,Life Sciences,3,Female,98,2,2,Manufacturing Director,3,Married,6162,19124,1,12,3,3,1,14,3,3,14,13,6,8
601,40,Research & Development,16,4,Medical,1,Male,51,2,2,Laboratory Technician,3,Single,5094,11983,6,14,3,4,0,10,6,3,1,0,0,0
602,30,Research & Development,2,3,Medical,3,Female,52,2,2,Manufacturing Director,4,Single,6877,20234,5,24,4,2,0,12,4,2,0,0,0,0
603,45,Research & Development,2,3,Life Sciences,2,Female,95,2,1,Research Scientist,3,Single,2274,6153,1,14,3,4,0,1,3,3,1,0,0,0
604,42,Research & Development,29,3,Life Sciences,2,Male,98,3,2,Manufacturing Director,2,Married,4434,11806,1,13,3,4,1,10,3,2,9,8,7,8
605,38,Research & Development,12,3,Life Sciences,1,Male,45,2,2,Healthcare Representative,1,Divorced,6288,4284,2,15,3,3,1,13,3,2,4,3,1,2
606,34,Research & Development,16,4,Life Sciences,3,Female,100,2,1,Research Scientist,4,Single,2553,8306,1,16,3,3,0,6,3,3,5,2,1,3
607,49,Sales,11,3,Marketing,3,Female,43,3,3,Sales Executive,4,Married,7654,5860,1,18,3,1,2,9,3,4,9,8,7,7
608,55,Sales,2,1,Medical,3,Male,37,3,2,Sales Executive,4,Single,5160,21519,4,16,3,3,0,12,3,2,9,7,7,3
609,43,Research & Development,14,2,Life Sciences,2,Male,94,3,4,Research Director,1,Married,17159,5200,6,24,4,3,1,22,3,3,4,1,1,0
610,27,Research & Development,5,1,Technical Degree,3,Male,42,2,3,Research Director,4,Divorced,12808,8842,1,16,3,2,1,9,3,3,9,8,0,8
611,35,Research & Development,7,3,Other,3,Male,59,3,3,Manufacturing Director,3,Single,10221,18869,3,21,4,2,0,17,3,4,8,5,1,6
612,28,Sales,2,4,Marketing,2,Female,81,3,2,Sales Executive,2,Married,4779,3698,1,20,4,1,0,8,2,3,8,7,7,5
613,34,Human Resources,3,2,Human Resources,3,Male,88,3,1,Human Resources,4,Married,3737,2243,0,19,3,3,1,4,1,1,3,2,0,2
614,26,Research & Development,5,2,Medical,3,Female,88,2,1,Research Scientist,3,Married,2366,20898,1,14,3,1,1,8,2,3,8,7,1,7
615,27,Research & Development,3,3,Medical,4,Male,50,3,1,Research Scientist,4,Married,1706,16571,1,11,3,3,3,0,6,2,0,0,0,0
616,51,Sales,26,4,Marketing,1,Female,66,3,4,Manager,3,Married,16307,5594,2,14,3,3,1,29,2,2,20,6,4,17
617,44,Research & Development,4,3,Medical,4,Male,50,3,2,Healthcare Representative,2,Single,5933,5197,9,12,3,4,0,10,2,2,5,2,2,3
618,25,Research & Development,2,1,Medical,1,Male,65,4,1,Research Scientist,1,Single,3424,21632,7,13,3,3,0,6,3,2,4,3,0,1
619,33,Sales,1,3,Medical,1,Male,48,4,2,Sales Executive,1,Divorced,4037,21816,1,22,4,1,1,9,5,3,9,8,0,8
620,35,Research & Development,27,1,Medical,3,Female,53,2,1,Research Scientist,1,Single,2559,17852,1,11,3,4,0,6,3,2,6,5,1,1
621,36,Sales,1,2,Life Sciences,2,Male,56,3,2,Sales Executive,4,Married,6201,2823,1,14,3,4,1,18,1,2,18,14,4,11
622,32,Sales,13,4,Life Sciences,2,Male,73,3,2,Sales Executive,4,Divorced,4403,9250,2,11,3,3,1,8,3,2,5,2,0,3
623,30,Research & Development,5,4,Life Sciences,2,Male,75,2,1,Research Scientist,4,Divorced,3761,2373,9,12,3,2,1,10,3,2,5,4,0,3
624,53,Sales,7,2,Marketing,1,Female,78,2,3,Sales Executive,4,Married,10934,20715,7,18,3,4,1,35,3,3,5,2,0,4
625,45,Sales,9,3,Marketing,4,Male,74,3,3,Sales Executive,1,Divorced,10761,19239,4,12,3,3,1,18,2,3,5,4,0,2
626,32,Research & Development,8,2,Medical,3,Female,91,4,2,Research Scientist,3,Married,5175,22162,5,12,3,3,1,9,3,2,5,3,1,3
627,52,Research & Development,25,4,Medical,3,Female,81,2,4,Manufacturing Director,4,Married,13826,19028,3,22,4,3,0,31,3,3,9,8,0,0
628,37,Sales,16,4,Marketing,4,Male,66,2,2,Sales Executive,3,Divorced,6334,24558,4,19,3,4,2,9,2,3,1,0,0,0
629,28,Human Resources,8,2,Medical,2,Male,63,2,1,Human Resources,4,Divorced,4936,23965,1,13,3,4,1,6,6,3,5,1,0,4
630,22,Research & Development,1,2,Life Sciences,4,Male,33,2,2,Manufacturing Director,4,Married,4775,19146,6,22,4,1,2,4,2,1,2,2,2,2
631,44,Research & Development,8,4,Life Sciences,1,Male,62,4,1,Laboratory Technician,4,Married,2818,5044,2,24,4,3,1,10,2,2,3,2,0,2
632,42,Research & Development,2,1,Medical,2,Male,35,3,1,Research Scientist,4,Single,2515,9068,5,14,3,4,0,8,2,3,2,1,2,2
633,36,Human Resources,8,3,Life Sciences,1,Male,77,2,1,Human Resources,1,Married,2342,8635,0,21,4,3,0,6,3,3,5,4,0,3
634,25,Sales,3,1,Other,3,Male,98,3,2,Sales Executive,1,Married,4194,14363,1,18,3,4,0,5,3,3,5,3,0,3
635,35,Research & Development,9,3,Life Sciences,4,Female,66,2,3,Manufacturing Director,3,Married,10685,23457,1,20,4,2,1,17,2,3,17,14,5,15
636,35,Research & Development,25,4,Life Sciences,4,Female,96,3,1,Research Scientist,2,Divorced,2022,16612,1,19,3,1,1,10,3,2,10,2,7,8
637,32,Research & Development,1,3,Life Sciences,4,Male,61,3,1,Laboratory Technician,4,Divorced,2314,9148,0,12,3,2,1,4,2,3,3,0,0,2
638,25,Sales,4,1,Marketing,3,Male,87,2,2,Sales Executive,1,Married,4256,18154,1,12,3,1,0,5,1,4,5,2,0,3
639,49,Research & Development,1,3,Technical Degree,3,Female,36,3,1,Research Scientist,1,Married,3580,10554,2,16,3,2,1,7,2,3,4,2,0,2
640,24,Research & Development,4,1,Life Sciences,1,Male,46,2,1,Laboratory Technician,4,Married,3162,10778,0,17,3,4,0,6,2,2,5,2,3,4
641,32,Sales,5,2,Life Sciences,2,Male,48,3,2,Sales Executive,2,Married,6524,8891,1,14,3,4,1,10,3,3,10,8,5,3
642,38,Sales,9,3,Marketing,2,Male,98,2,1,Sales Representative,2,Married,2899,12102,0,19,3,4,1,3,3,3,2,2,1,2
643,42,Research & Development,3,3,Life Sciences,3,Female,95,4,2,Laboratory Technician,4,Married,5231,23726,2,13,3,2,1,17,1,2,5,3,1,3
644,31,Research & Development,11,4,Life Sciences,4,Male,48,3,1,Research Scientist,4,Married,2356,14871,3,19,3,2,1,8,2,3,6,4,0,2
645,29,Sales,1,3,Medical,2,Female,48,2,1,Sales Representative,3,Divorced,2800,23522,6,19,3,3,3,5,3,3,3,2,0,2
646,53,Sales,8,3,Marketing,1,Male,73,3,4,Sales Executive,4,Married,11836,22789,5,14,3,3,1,28,3,3,2,0,2,2
647,35,Research & Development,25,3,Technical Degree,4,Male,78,2,3,Manufacturing Director,2,Married,10903,9129,3,16,3,1,0,16,2,3,13,10,4,8
648,37,Sales,21,2,Medical,3,Female,54,3,1,Sales Representative,4,Married,2973,21222,5,15,3,2,1,10,3,3,5,4,0,0
649,53,Research & Development,23,4,Life Sciences,4,Female,72,3,4,Research Director,4,Single,14275,20206,6,18,3,3,0,33,0,3,12,9,3,8
650,43,Research & Development,1,3,Life Sciences,4,Female,33,3,2,Healthcare Representative,4,Married,5562,21782,4,13,3,2,1,12,2,2,5,2,2,2
651,47,Sales,2,2,Marketing,3,Female,35,3,2,Sales Executive,4,Married,4537,17783,0,22,4,1,1,8,2,3,7,6,7,7
652,37,Sales,19,2,Medical,1,Male,32,3,3,Sales Executive,2,Single,7642,4814,1,13,3,4,0,10,2,3,10,0,0,9
653,50,Research & Development,2,4,Life Sciences,1,Male,98,3,4,Manager,1,Divorced,17924,4544,1,11,3,4,1,31,3,3,31,6,14,7
654,39,Human Resources,2,3,Life Sciences,4,Female,42,2,2,Human Resources,4,Married,5204,7790,8,11,3,3,2,13,2,3,5,4,0,4
655,33,Human Resources,3,2,Human Resources,4,Male,57,3,1,Human Resources,2,Divorced,2277,22650,3,11,3,3,1,7,4,4,4,3,0,3
656,32,Research & Development,25,4,Life Sciences,1,Male,87,3,1,Laboratory Technician,4,Single,2795,18016,1,24,4,3,0,1,2,1,1,0,0,1
657,29,Research & Development,7,1,Medical,1,Female,62,2,1,Laboratory Technician,4,Divorced,2532,6054,6,14,3,3,3,8,5,3,4,3,0,3
658,44,Research & Development,9,2,Life Sciences,2,Male,61,3,1,Research Scientist,1,Married,2559,7508,1,13,3,4,0,8,0,3,8,7,7,1
659,28,Sales,5,4,Medical,1,Male,98,3,2,Sales Executive,4,Single,4908,24252,1,14,3,2,0,4,3,3,4,2,0,2
660,58,Research & Development,2,1,Life Sciences,4,Male,57,2,1,Laboratory Technician,4,Divorced,2380,13384,9,14,3,4,1,3,3,2,1,0,0,0
661,43,Research & Development,8,3,Life Sciences,1,Female,55,3,2,Manufacturing Director,2,Divorced,4765,23814,4,21,4,3,1,4,2,4,1,0,0,0
662,20,Sales,2,3,Medical,3,Female,49,2,1,Sales Representative,3,Single,2044,22052,1,13,3,4,0,2,3,2,2,2,0,2
663,21,Research & Development,18,1,Other,4,Female,65,3,1,Research Scientist,4,Single,2693,8870,1,19,3,1,0,1,3,2,1,0,0,0
664,36,Research & Development,14,1,Life Sciences,3,Male,68,3,2,Healthcare Representative,4,Married,6586,4821,0,17,3,1,1,17,2,2,16,8,4,11
665,47,Sales,2,4,Life Sciences,4,Female,65,2,1,Sales Representative,4,Single,3294,13137,1,18,3,1,0,3,3,2,3,2,1,2
666,22,Research & Development,3,1,Life Sciences,2,Female,34,3,2,Manufacturing Director,3,Married,4171,10022,0,19,3,1,1,4,3,4,3,2,0,2
667,41,Research & Development,2,4,Life Sciences,2,Female,57,1,1,Laboratory Technician,4,Divorced,2778,17725,4,13,3,3,1,10,1,2,7,7,1,0
668,28,Research & Development,9,3,Medical,3,Female,77,3,1,Research Scientist,3,Divorced,2377,9834,5,18,3,2,1,6,2,3,2,2,2,2
669,39,Research & Development,6,3,Medical,4,Male,70,3,1,Laboratory Technician,1,Married,2404,4303,7,21,4,4,0,8,2,1,2,2,2,2
670,27,Research & Development,4,3,Life Sciences,2,Female,76,3,1,Research Scientist,3,Single,2318,17808,1,19,3,3,0,1,2,3,1,1,0,0
671,34,Research & Development,10,3,Life Sciences,2,Male,83,3,1,Laboratory Technician,2,Divorced,2008,6896,1,14,3,2,2,1,3,3,1,0,1,0
672,42,Sales,14,2,Medical,3,Female,68,2,2,Sales Executive,3,Single,6244,7824,7,17,3,1,0,10,6,3,5,4,0,3
673,33,Research & Development,1,4,Other,3,Male,100,2,1,Research Scientist,1,Single,2799,3339,3,11,3,2,0,6,1,3,3,2,0,2
674,58,Research & Development,5,3,Technical Degree,3,Female,37,2,3,Healthcare Representative,2,Divorced,10552,9255,2,13,3,4,1,24,3,3,6,0,0,4
675,31,Sales,7,4,Life Sciences,2,Male,41,2,1,Sales Representative,3,Married,2329,11737,3,15,3,2,0,13,2,4,7,7,5,2
676,35,Research & Development,21,1,Life Sciences,4,Female,51,3,2,Healthcare Representative,4,Married,4014,19170,1,25,4,4,1,10,2,1,10,6,0,7
677,49,Research & Development,8,2,Other,1,Female,51,3,3,Laboratory Technician,2,Married,7403,22477,4,11,3,3,1,29,3,2,26,9,1,7
678,48,Research & Development,20,4,Medical,4,Male,51,3,1,Research Scientist,3,Married,2259,5543,4,17,3,1,2,13,2,2,0,0,0,0
679,31,Sales,20,2,Marketing,4,Female,45,3,2,Sales Executive,3,Married,6932,24406,1,13,3,4,1,9,2,2,9,8,0,0
680,36,Research & Development,7,4,Other,2,Male,65,3,1,Research Scientist,4,Single,4678,23293,2,18,3,3,0,8,6,3,6,2,0,1
681,38,Research & Development,1,3,Technical Degree,4,Female,80,3,3,Research Director,1,Married,13582,16292,1,13,3,2,1,15,3,3,15,12,5,11
682,32,Research & Development,1,3,Life Sciences,3,Female,70,2,1,Laboratory Technician,2,Married,2332,3974,6,20,4,3,0,5,3,3,3,0,0,2
683,25,Sales,19,2,Marketing,3,Male,36,2,1,Sales Representative,2,Married,2413,18798,1,18,3,3,3,1,2,3,1,0,0,0
684,40,Sales,10,4,Marketing,1,Male,67,2,3,Sales Executive,2,Divorced,9705,20652,2,12,3,2,1,11,2,2,1,0,0,0
685,26,Sales,1,3,Medical,3,Male,52,2,2,Sales Executive,1,Single,4294,11148,1,12,3,2,0,7,2,3,7,7,0,7
686,41,Research & Development,6,3,Medical,4,Male,59,3,1,Laboratory Technician,1,Single,4721,3119,2,13,3,3,0,20,3,3,18,13,2,17
687,36,Research & Development,2,4,Medical,3,Male,79,3,1,Laboratory Technician,3,Single,2519,12287,4,21,4,3,0,16,6,3,11,8,3,9
688,19,Sales,21,3,Other,4,Male,37,2,1,Sales Representative,2,Single,2121,9947,1,13,3,2,0,1,3,4,1,0,0,0
689,20,Research & Development,4,3,Technical Degree,1,Male,84,3,1,Laboratory Technician,1,Single,2973,13008,1,19,3,2,0,1,2,3,1,0,0,0
690,31,Research & Development,12,3,Medical,4,Female,41,3,2,Healthcare Representative,4,Married,5855,17369,0,11,3,3,2,10,2,1,9,7,8,5
691,40,Research & Development,9,4,Medical,4,Male,35,3,1,Research Scientist,2,Divorced,3617,25063,8,14,3,4,1,3,2,3,1,1,0,0
692,32,Research & Development,3,4,Medical,3,Female,93,3,2,Manufacturing Director,1,Married,6725,13554,1,12,3,3,1,8,2,4,8,7,6,3
693,36,Sales,3,1,Life Sciences,3,Male,51,2,3,Sales Executive,4,Married,10325,5518,1,11,3,1,1,16,6,3,16,7,3,7
694,33,Research & Development,1,3,Life Sciences,2,Female,42,2,2,Healthcare Representative,4,Single,6949,12291,0,14,3,1,0,6,3,3,5,0,1,4
695,37,Sales,1,4,Life Sciences,1,Male,46,2,3,Sales Executive,3,Married,10609,14922,5,11,3,3,0,17,2,1,14,1,11,7
696,45,Research & Development,4,2,Life Sciences,3,Male,57,3,2,Laboratory Technician,2,Married,4447,23163,1,12,3,2,0,9,5,2,9,7,0,8
697,29,Sales,20,3,Technical Degree,3,Female,84,3,1,Sales Representative,4,Married,2157,18203,1,15,3,2,1,3,5,3,3,1,0,2
698,35,Sales,18,3,Medical,3,Female,86,3,2,Sales Executive,3,Married,4601,6179,1,16,3,2,0,5,3,3,5,2,1,0
699,52,Research & Development,1,2,Life Sciences,4,Male,70,3,4,Manager,4,Married,17099,13829,2,15,3,2,1,26,2,2,9,8,7,8
700,58,Research & Development,2,3,Technical Degree,4,Male,51,3,1,Research Scientist,3,Single,2479,26227,4,24,4,1,0,7,4,3,1,0,0,0
701,53,Sales,2,2,Medical,3,Male,45,3,4,Manager,3,Divorced,14852,13938,6,13,3,3,1,22,3,4,17,13,15,2
702,30,Sales,8,2,Other,3,Male,62,3,3,Sales Executive,3,Divorced,7264,9977,5,11,3,1,1,10,2,4,8,4,7,7
703,38,Sales,10,3,Technical Degree,3,Female,85,3,2,Sales Executive,4,Single,5666,19899,1,13,3,2,0,6,1,3,5,3,1,3
704,35,Sales,3,4,Life Sciences,4,Male,92,3,3,Sales Executive,4,Divorced,7823,6812,6,13,3,2,1,12,2,3,10,9,0,8
705,39,Sales,2,5,Life Sciences,1,Male,41,4,3,Sales Executive,3,Single,7880,2560,0,18,3,4,0,9,3,3,8,7,0,7
706,40,Sales,24,3,Life Sciences,2,Female,100,4,4,Sales Executive,2,Single,13194,17071,4,16,3,4,0,22,2,2,1,0,0,0
707,47,Research & Development,16,4,Medical,3,Male,64,4,2,Manufacturing Director,3,Divorced,5067,6759,1,19,3,3,0,20,3,4,19,10,2,7
708,36,Sales,8,4,Technical Degree,1,Male,84,3,2,Sales Executive,4,Divorced,5079,25952,4,13,3,4,2,12,3,3,7,7,0,7
709,31,Research & Development,9,2,Medical,3,Male,46,2,1,Research Scientist,1,Single,2321,10322,0,22,4,1,0,4,0,3,3,2,1,2
710,33,Sales,17,3,Life Sciences,4,Male,38,3,4,Manager,3,Single,17444,20489,1,11,3,4,0,10,2,3,10,8,6,0
711,29,Research & Development,10,3,Life Sciences,4,Female,92,2,1,Research Scientist,1,Single,2404,11479,6,20,4,3,0,3,5,3,0,0,0,0
712,33,Research & Development,13,1,Life Sciences,2,Female,53,3,1,Research Scientist,4,Single,3452,17241,3,18,3,1,0,5,4,3,3,2,0,2
713,45,Research & Development,1,4,Medical,4,Female,91,3,1,Laboratory Technician,4,Divorced,2270,11005,3,14,3,4,2,8,2,3,5,3,0,2
714,50,Research & Development,1,2,Medical,4,Male,66,3,4,Research Director,4,Divorced,17399,6615,9,22,4,3,1,32,1,2,5,4,1,3
715,33,Research & Development,1,4,Other,3,Female,84,4,2,Healthcare Representative,2,Married,5488,20161,1,13,3,1,1,6,2,3,6,5,1,2
716,41,Research & Development,9,3,Medical,1,Male,64,3,5,Research Director,3,Divorced,19419,3735,2,17,3,2,1,21,2,4,18,16,0,11
717,27,Research & Development,16,4,Technical Degree,3,Female,37,3,1,Laboratory Technician,2,Married,2811,12086,9,14,3,2,1,4,2,3,2,2,2,2
718,45,Research & Development,23,2,Life Sciences,4,Male,42,3,2,Laboratory Technician,1,Married,3633,14039,1,15,3,3,1,9,2,3,9,8,0,8
719,47,Sales,4,2,Life Sciences,4,Female,83,3,2,Sales Executive,4,Single,4163,8571,1,17,3,3,0,9,0,3,9,0,0,7
720,30,Research & Development,22,3,Life Sciences,1,Female,48,3,1,Research Scientist,3,Married,2132,11539,4,11,3,2,0,7,2,3,5,2,0,1
721,50,Research & Development,24,3,Life Sciences,4,Male,95,3,4,Manufacturing Director,3,Married,13973,4161,3,18,3,4,1,22,2,3,12,11,1,5
722,38,Research & Development,10,1,Medical,3,Male,66,3,1,Research Scientist,3,Married,2684,12127,0,17,3,2,1,3,0,2,2,1,0,2
723,46,Research & Development,7,2,Medical,4,Male,75,3,3,Manufacturing Director,3,Divorced,10845,24208,6,13,3,2,1,13,3,3,8,7,0,7
724,24,Research & Development,17,1,Medical,4,Female,41,2,2,Manufacturing Director,3,Divorced,4377,24117,1,15,3,2,2,5,6,3,4,2,3,2
725,35,Research & Development,14,4,Other,3,Male,39,2,1,Laboratory Technician,2,Divorced,3743,10074,1,24,4,4,1,5,2,1,4,2,0,2
726,31,Research & Development,1,1,Life Sciences,3,Female,96,3,2,Manufacturing Director,1,Married,4148,11275,1,12,3,3,1,4,1,3,4,3,0,3
727,18,Research & Development,5,2,Life Sciences,2,Male,73,3,1,Research Scientist,4,Single,1051,13493,1,15,3,4,0,0,2,3,0,0,0,0
728,54,Research & Development,17,3,Technical Degree,3,Female,56,3,3,Manufacturing Director,3,Married,10739,13943,8,11,3,3,1,22,2,3,10,7,0,8
729,35,Research & Development,25,4,Medical,3,Female,57,3,3,Healthcare Representative,3,Divorced,10388,6975,1,11,3,3,1,16,3,2,16,10,10,1
730,30,Research & Development,8,2,Life Sciences,2,Female,73,4,3,Research Director,1,Married,11416,17802,0,12,3,3,3,9,4,2,8,7,1,7
731,20,Research & Development,11,3,Medical,4,Female,98,2,1,Research Scientist,1,Single,2600,18275,1,15,3,1,0,1,2,3,1,0,0,0
732,30,Research & Development,5,3,Medical,2,Female,60,3,1,Laboratory Technician,2,Single,2422,25725,0,17,3,1,0,4,3,3,3,2,1,2
733,26,Research & Development,2,2,Medical,4,Male,32,4,2,Manufacturing Director,4,Married,5472,3334,1,12,3,2,0,8,2,3,8,7,1,3
734,22,Research & Development,8,1,Life Sciences,2,Male,94,1,1,Laboratory Technician,1,Married,2451,6881,1,15,3,1,1,4,3,2,4,3,1,1
735,48,Research & Development,6,3,Life Sciences,1,Male,97,2,2,Healthcare Representative,3,Single,4240,13119,2,13,3,4,0,19,0,3,2,2,2,2
736,48,Research & Development,4,4,Life Sciences,3,Male,78,2,3,Healthcare Representative,3,Single,10999,22245,7,14,3,2,0,27,3,3,15,11,4,8
737,41,Research & Development,7,2,Medical,4,Female,42,3,2,Manufacturing Director,3,Single,5003,23371,6,14,3,2,0,8,6,3,2,2,2,1
738,39,Research & Development,1,1,Life Sciences,4,Female,65,2,4,Manufacturing Director,4,Married,12742,7060,1,16,3,3,1,21,3,3,21,6,11,8
739,27,Research & Development,2,4,Life Sciences,1,Female,47,3,2,Manufacturing Director,4,Married,4227,4658,0,18,3,2,1,4,2,3,3,2,2,2
740,35,Research & Development,10,3,Other,2,Male,45,3,1,Laboratory Technician,4,Divorced,3917,9541,1,20,4,1,1,3,4,2,3,2,1,2
741,42,Sales,5,2,Marketing,4,Male,90,3,5,Manager,3,Married,18303,7770,6,13,3,2,0,21,3,4,1,0,0,0
742,50,Research & Development,9,3,Life Sciences,1,Male,64,3,1,Laboratory Technician,4,Married,2380,20165,4,18,3,2,0,8,5,3,1,0,0,0
743,59,Research & Development,2,3,Life Sciences,3,Female,69,2,4,Manufacturing Director,4,Single,13726,21829,3,13,3,1,0,30,4,3,5,3,4,3
744,37,Research & Development,11,2,Medical,1,Female,61,1,2,Healthcare Representative,2,Married,4777,14382,5,15,3,1,0,15,2,1,1,0,0,0
745,55,Research & Development,18,4,Medical,3,Male,62,3,2,Healthcare Representative,2,Married,6385,12992,3,14,3,4,2,17,3,3,8,7,6,7
746,41,Research & Development,7,1,Life Sciences,2,Female,55,1,5,Research Director,3,Divorced,19973,20284,1,22,4,2,2,21,3,3,21,16,5,10
747,38,Sales,3,4,Life Sciences,2,Male,42,3,2,Sales Executive,4,Single,6861,4981,8,12,3,3,0,19,1,3,1,0,0,0
748,26,Sales,29,2,Medical,2,Male,79,1,2,Sales Executive,1,Single,4969,21813,8,18,3,4,0,7,6,3,2,2,2,2
749,52,Sales,2,1,Marketing,1,Female,57,1,5,Manager,4,Married,19845,25846,1,15,3,4,1,33,3,3,32,14,6,9
750,44,Sales,28,3,Medical,4,Female,53,4,4,Sales Executive,4,Married,13320,11737,3,18,3,3,1,23,2,3,12,11,11,11
751,50,Sales,1,3,Life Sciences,4,Female,95,3,2,Sales Executive,3,Married,6347,24920,0,12,3,1,1,19,3,3,18,7,0,13
